ServerName,FQDN,Status,Name,StartName,StartMode,
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,ReportServer$DATAWAREHOUSE,ADCFS\acrook,Auto,"sc \\DEVBCKAIFSQL01.adcfs.capita.co.uk start ""ReportServer$DATAWAREHOUSE"""
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,ReportServer$STAGING,NT Service\ReportServer$STAGING,Auto,"sc \\DEVBCKAIFSQL01.adcfs.capita.co.uk start ""ReportServer$STAGING"""
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,SQL Server Distributed Replay Client,NT Service\SQL Server Distributed Replay Client,Manual,
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,SQL Server Distributed Replay Controller,NT Service\SQL Server Distributed Replay Controller,Manual,
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,SQLAgent$APPLICATION,NT Service\SQLAgent$APPLICATION,Manual,
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,SQLAgent$DATAWAREHOUSE,NT SERVICE\SQLAgent$DATAWAREHOUSE,Auto,"sc \\DEVBCKAIFSQL01.adcfs.capita.co.uk start ""SQLAgent$DATAWAREHOUSE"""
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,SQLAgent$STAGING,NT Service\SQLAgent$STAGING,Manual,
DEVBCKAIFSQL01,DEVBCKAIFSQL01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,NT Service\SQLSERVERAGENT,Auto,"sc \\DEVBCKAIFSQL01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$BizTalk_DefaultSendHost,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$BizTalk_DefaultSendHost"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$BizTalk_Tracking,ADCFS\SRVFAR_BZTDEV_tracki,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$BizTalk_Tracking"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$BizTalkServerApplication,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$BizTalkServerApplication"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$CharlesRiver_Process,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$CharlesRiver_Process"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$CharlesRiver_Receive,ADCFS\SRVFAR_BZTDEV_rcv_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$CharlesRiver_Receive"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$CharlesRiver_Send,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$CharlesRiver_Send"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$CharlesRiver_Wcf,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$CharlesRiver_Wcf"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Default_Process,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Default_Process"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Prices_Process,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Prices_Process"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Prices_Receive,ADCFS\SRVFAR_BZTDEV_rcv_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Prices_Receive"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Prices_Receive_FTP,ADCFS\SRVFAR_BZTDEV_rcv_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Prices_Receive_FTP"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Prices_Send,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Prices_Send"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Process,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Process"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_StaticData_Process,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_StaticData_Process"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_StaticData_Receive,ADCFS\SRVFAR_BZTDEV_rcv_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_StaticData_Receive"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_StaticData_Receive_FTP,ADCFS\SRVFAR_BZTDEV_rcv_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_StaticData_Receive_FTP"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_StaticData_Send,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_StaticData_Send"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,BTSSvc$FundAccounting_Trades_Process,ADCFS\SRVFAR_BZTDEV_proces,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""BTSSvc$FundAccounting_Trades_Process"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,Capita.CharlesRiver.Sungard.IOE.PullDataService,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""Capita.CharlesRiver.Sungard.IOE.PullDataService"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,ENTSSO,ADCFS\SRVFAR_BZTDEV_sso_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""ENTSSO"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,RuleEngineUpdateService,ADCFS\SRVFAR_BZTDEV_rules_,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""RuleEngineUpdateService"""
DEVBCKBZTAPP01,DEVBCKBZTAPP01.adcfs.capita.co.uk,Online,Sungard InvestOne Service Host,ADCFS\SRVFAR_BZTDEV_snd_sa,Auto,"sc \\DEVBCKBZTAPP01.adcfs.capita.co.uk start ""Sungard InvestOne Service Host"""
DEVBCKCOWAPP02,DEVBCKCOWAPP02.adcfs.capita.co.uk,Online,Coldwater.TimerService,ADCFS\Coldwater_Enabler,Auto,"sc \\DEVBCKCOWAPP02.adcfs.capita.co.uk start ""Coldwater.TimerService"""
DEVBCKCOWAPP02,DEVBCKCOWAPP02.adcfs.capita.co.uk,Online,Coldwater.TimerService-SAGA,ADCFS\Coldwater_Enabler,Auto,"sc \\DEVBCKCOWAPP02.adcfs.capita.co.uk start ""Coldwater.TimerService-SAGA"""
DEVBCKCOWAPP02,DEVBCKCOWAPP02.adcfs.capita.co.uk,Online,Coldwater.WcfService,ADCFS\Coldwater_Enabler,Auto,"sc \\DEVBCKCOWAPP02.adcfs.capita.co.uk start ""Coldwater.WcfService"""
DEVBCKCOWAPP02,DEVBCKCOWAPP02.adcfs.capita.co.uk,Online,Coldwater.WcfService-SAGA,ADCFS\Coldwater_Enabler,Auto,"sc \\DEVBCKCOWAPP02.adcfs.capita.co.uk start ""Coldwater.WcfService-SAGA"""
DEVBCKCOWAPP02,DEVBCKCOWAPP02.adcfs.capita.co.uk,Online,ColdwaterPrismMockup,ADCFS\Coldwater_Enabler,Auto,"sc \\DEVBCKCOWAPP02.adcfs.capita.co.uk start ""ColdwaterPrismMockup"""
DEVBCKDIMAPP01,DEVBCKDIMAPP01.adcfs.capita.co.uk,Online,SCD52TBLDMUCS,adcfs\scdimension,Manual,
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwAdminService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwAdminService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwCalendarService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwCalendarService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwFileService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwFileService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwHttpServer,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwHttpServer"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwIndexServer,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwIndexServer"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwLogService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwLogService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwMailSchedule,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwMailSchedule"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwMailService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwMailService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwMessengerService,.\svc_hornbill_dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwMessengerService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwSchedulerService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwSchedulerService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwServerService,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwServerService"""
DEVBCKHBLAPP02,DEVBCKHBLAPP02.adcfs.capita.co.uk,Online,SwSqlServer,.\svc_Hornbill_Dev,Auto,"sc \\DEVBCKHBLAPP02.adcfs.capita.co.uk start ""SwSqlServer"""
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,msftesql$SQL2005,ADCFS\svcSQL,Auto,"sc \\DEVBCKITISQL01.adcfs.capita.co.uk start ""msftesql$SQL2005"""
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,MSSQL$SQL2005,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,MSSQL$SQL2005INST2,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,MSSQL$SQL2008R2,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,MSSQL$SQL2012,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,MSSQL$SQL2014,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,ReportServer$SQL2012,ADCFS\svcSQLReporting,Auto,"sc \\DEVBCKITISQL01.adcfs.capita.co.uk start ""ReportServer$SQL2012"""
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLAgent$SQL2005,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLAgent$SQL2005INST2,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLAgent$SQL2008R2,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLAgent$SQL2012,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLAgent$SQL2014,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLBrowser,ADCFS\svcSQL,Auto,"sc \\DEVBCKITISQL01.adcfs.capita.co.uk start ""SQLBrowser"""
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,SQLAgent$SQL2005INST3,ADCFS\svcSQL,Manual,
DEVBCKITISQL01,DEVBCKITISQL01.adcfs.capita.co.uk,Online,MSSQL$SQL2005INST3,ADCFS\svcSQL,Manual,
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,MsDtsServer110,NT Service\MsDtsServer110,Auto,"sc \\DEVBCKPOESQL01.adcfs.capita.co.uk start ""MsDtsServer110"""
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,MSSQLFDLauncher,NT Service\MSSQLFDLauncher,Manual,
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,MSSQLSERVER,NT Service\MSSQLSERVER,Auto,"sc \\DEVBCKPOESQL01.adcfs.capita.co.uk start ""MSSQLSERVER"""
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,MSSQLServerOLAPService,NT Service\MSSQLServerOLAPService,Auto,"sc \\DEVBCKPOESQL01.adcfs.capita.co.uk start ""MSSQLServerOLAPService"""
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,ReportServer,NT Service\ReportServer,Auto,"sc \\DEVBCKPOESQL01.adcfs.capita.co.uk start ""ReportServer"""
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,SQL Server Distributed Replay Client,NT Service\SQL Server Distributed Replay Client,Manual,
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,SQL Server Distributed Replay Controller,NT Service\SQL Server Distributed Replay Controller,Manual,
DEVBCKPOESQL01,DEVBCKPOESQL01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,NT Service\SQLSERVERAGENT,Manual,
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,AbatEagent,ADCFS\gdaly,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""AbatEagent"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,AbatJss,gdaly@adcfs.capita.co.uk,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""AbatJss"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BizTalk ESB Exception Notification,adcfs\gdaly,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BizTalk ESB Exception Notification"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BizTalk ESB UDDI Publishing,adcfs\gdaly,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BizTalk ESB UDDI Publishing"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$BizTalkServerApplication,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$BizTalkServerApplication"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$HostFor32BitApps,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$HostFor32BitApps"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$PIFBusinessProcessingHost,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$PIFBusinessProcessingHost"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$PIFClusteredHost,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$PIFClusteredHost"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$PIFReceiveHost,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$PIFReceiveHost"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$PIFSendHost,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$PIFSendHost"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,BTSSvc$TrackingHost,ADCFS\SRVBZTDEV_isolrcv,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""BTSSvc$TrackingHost"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,ENTSSO,ADCFS\SRVBZTDEV_sso,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""ENTSSO"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,MsDtsServer100,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""MsDtsServer100"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,MSSQLFDLauncher,NT AUTHORITY\LOCAL SERVICE,Manual,
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""MSSQLSERVER"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,MSSQLServerADHelper100,NT AUTHORITY\NETWORK SERVICE,Disabled,
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,MSSQLServerOLAPService,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""MSSQLServerOLAPService"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,NS$BAMAlerts,ADCFS\SRVBZTDEV_tracking,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""NS$BAMAlerts"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,ReportServer,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""ReportServer"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,RuleEngineUpdateService,ADCFS\SRVBZTDEV_rules,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""RuleEngineUpdateService"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,SPTimerV3,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""SPTimerV3"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,SQLBrowser,NT AUTHORITY\LOCAL SERVICE,Disabled,
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
DEVBCKPSMBIZ01,DEVBCKPSMBIZ01.adcfs.capita.co.uk,Online,UDDINOTSVC,ADCFS\gdaly,Auto,"sc \\DEVBCKPSMBIZ01.adcfs.capita.co.uk start ""UDDINOTSVC"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,AbatEagent,SRV_Active Batch Dev@adcfs.capita.co.uk,Manual,
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,AbatJss,SRV_Active Batch Dev@adcfs.capita.co.uk,Disabled,
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BizTalk ESB Exception Notification,adcfs\SRV_Active Batch Dev,Disabled,
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BizTalk ESB UDDI Publishing,adcfs\SRV_Active Batch Dev,Disabled,
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$BizTalkServerApplication,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$BizTalkServerApplication"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$CRESTBusinessProcessingHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$CRESTBusinessProcessingHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$CRESTReceiveHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$CRESTReceiveHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$CRESTSendHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$CRESTSendHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$HostFor32BitApps,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$HostFor32BitApps"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$PIFBusinessProcessingHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$PIFBusinessProcessingHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$PIFClusteredHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$PIFClusteredHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$PIFReceiveHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$PIFReceiveHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$PIFSendHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$PIFSendHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,BTSSvc$TrackingHost,ADCFS\SRVBZTDEV_HostInstAc,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""BTSSvc$TrackingHost"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,ENTSSO,ADCFS\SRVBZTDEV_sso,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""ENTSSO"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,MsDtsServer100,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""MsDtsServer100"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,MSSQL$SQLEXPRESS,NT AUTHORITY\NETWORK SERVICE,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""MSSQL$SQLEXPRESS"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,MSSQLFDLauncher,NT AUTHORITY\LOCAL SERVICE,Manual,
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""MSSQLSERVER"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,MSSQLServerADHelper100,NT AUTHORITY\NETWORK SERVICE,Disabled,
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,MSSQLServerOLAPService,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""MSSQLServerOLAPService"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,NS$BAMAlerts,ADCFS\SRVBZTDEV_BamNotif,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""NS$BAMAlerts"""
DEVBCKPSMBIZ02,DEVBCKPSMBIZ02.adcfs.capita.co.uk,Online,ReportServer,ADCFS\SRV_PrismTST,Auto,"sc \\DEVBCKPSMBIZ02.adcfs.capita.co.uk start ""ReportServer"""
